type,legal_name,trade_name,street_address,registration_number,date_first_registered,registration_begins,registration_ends,establishment_status,supervisor_no,supervisor_name,successor_no,successor_name
PHARMACY,"SOLIMAN, MERVAT",JEROME MARCY PHARMACY,"1338 JEROME AVE. BRONX, NY 10452-0000",19059,4/11/86,Not on file,5/23/88,DISCONTINUED,,,,
PHARMACY,SOLOMON PHARMACY CORPORATION,,"37-04 UNION ST 1ST FLR FLUSHING, NY 11354-0000",20866,1/24/91,2/1/22,1/31/25,,,,,
PHARMACY,"SOMMA PHARMACEUTICAL CO., LTD.",ARTIS DRUGS,"80-02 ELIOT AVENUE MIDDLE VILLAGE, NY 11379-0000",16380,3/16/79,4/1/22,3/31/25,,30006,,,
PHARMACY,SONO RX INC,,"82-25 QUEENS BLVD. UNIT 1B ELMHURST, NY 11373-0000",35675,8/23/17,8/1/20,5/27/21,TRANSFER,,,,
PHARMACY,SONRISA CORP.,SAINT HELENA PHARMACY,"755-B E. 149TH ST. BRONX, NY 10455-0000",35658,7/26/17,7/1/20,6/30/23,,64098,,,
PHARMACY,SONU & SIMMI PHARMACY LLC,KIMBALL PHARMACY,"352 KIMBALL AVE. YONKERS, NY 10704-0000",24713,6/20/00,Not on file,8/21/03,DISCONTINUED,,,,
PHARMACY,SORKIN'S RX LTD.,CAREMED PHARMACEUTICAL SERVICES,"1985 MARCUS AVE. STE. 130 NEW HYDE PARK, NY 11042-0000",10600,9/28/64,10/1/19,9/30/22,,,,,
PHARMACY,SOS PHARMACY INC.,,"1201 AVENUE Z BROOKLYN, NY 11235-0000",32055,7/11/13,7/1/22,6/30/25,,48741,,,
PHARMACY,SOUND SHORE MEDICAL CENTER OF WESTCHESTER,,"C/O PHARMACY 16 GUION PLACE NEW ROCHELLE, NY 10801-0000",6326,1/1/39,2/1/13,11/14/13,TRANSFER,,,,
PHARMACY,SOUND SHORE PHARMACY INC.,,"16 GUION PLACE NEW ROCHELLE, NY 10802-0000",24667,4/27/00,5/1/16,4/15/18,DISCONTINUED,,,,
PHARMACY,SOUND SHORE PHARMACY INC.,,"107 WEST 4TH ST. MT. VERNON, NY 10550-0000",23121,2/18/97,3/1/13,6/10/13,TRANSFER,,,31872,RL MT. VERNON PHARMACY INC.
PHARMACY,"SOUND SHORE PHARMACY, INC.",,"12 NORTH 7TH AVE. MOUNT VERNON, NY 10550-0000",27010,12/28/04,12/1/19,11/30/22,,61058,,,
PHARMACY,SOUNDVIEW DRUGS INC.,,"1550 WESTCHESTER AVE. BRONX, NY 10472-0000",17810,6/20/83,7/1/13,1/27/15,DISCONTINUED,,,,
PHARMACY,SOUNDVIEW PHARMACY INC.,,"SOUNDVIEW SHOPPING CENTER SHORE ROAD PORT WASHINGTON, NY 11050-0000",11003,9/18/65,Not on file,2/16/93,TRANSFER,,,,
PHARMACY,SOUTH AVE. PHARMACY INC.,,"678 SOUTH AVE. ROCHESTER, NY 14620-0000",21286,7/22/92,Not on file,1/12/93,DISCONTINUED,,,,
PHARMACY,SOUTH BAY PHARMACY INC,,"484 PLAINVIEW RD HICKSVILLE, NY 11801-0000",16290,12/1/78,Not on file,5/10/88,DISCONTINUED,,,,
PHARMACY,SOUTH BEACH PSYCHIATRIC CENTER,,"777 SEAVIEW AVE. STATEN ISLAND, NY 10305-0000",14020,6/1/71,7/1/22,6/30/25,,37278,,,
PHARMACY,SOUTH BEACH PSYCHIATRIC CENTER,,"BARS UNIT SATELLITE PHARMACY   BLDG. #1 681 CLARKSON AVE. BROOKLYN, NY 11203-0000",17749,4/29/83,Not on file,12/11/91,,,,,
PHARMACY,SOUTH BROADWAY PHARMACY INC.,,"314 S. BROADWAY YONKERS, NY 10705-0000",30085,5/13/10,5/1/22,4/30/25,,51603,,,
PHARMACY,SOUTH BRONX RX INC.,,"1650 GRAND CONCOURSE BRONX, NY 10457-0000",33226,11/17/14,11/1/20,10/31/23,,64980,,,
PHARMACY,SOUTH FRANKLIN ENTERPRISES INC.,ANEDDONA PHARMACY,"224 SOUTH FRANKLIN ST. HEMPSTEAD, NY 11550-0000",32601,5/9/14,5/9/14,4/13/17,TRANSFER,,,35421,SOUTH FRANKLIN PHARMACY INC./ ANEDDONA PHARMACY
PHARMACY,SOUTH FRANKLIN PHARMACY INC.,ANEDDONA PHARMACY,"224 SOUTH FRANKLIN ST. HEMPSTEAD, NY 11550-0000",35421,4/13/17,4/13/17,12/15/18,DISCONTINUED,,,,
PHARMACY,SOUTH FULTON PHARMACY INC.,FULTON PHARMACY,"301 SOUTH FULTON AVE MOUNT VERNON, NY 10553-0000",34357,4/29/16,4/1/22,3/31/25,,56347,,,
PHARMACY,SOUTH NASSAU COMMUNITIES HOSPITAL,MOUNT SINAI SOUTH NASSAU,"C/O PHARMACY ONE HEALTHY WAY OCEANSIDE, NY 11572-0000",9923,3/29/63,4/1/22,3/31/25,,,,,
PHARMACY,"SOUTH PARK PHARMACY, LLC",,"2707 SOUTH PARK AVENUE LACKAWANNA, NY 14218-0000",28253,2/21/07,2/1/19,4/8/20,DISCONTINUED,,,,
PHARMACY,SOUTH QUEENS COMMUNITY HEALTH CENTER,NEW YORK CITY HEALTH AND HOSPITALS CORPORATION,"NEW YORK CITY HEALTH AND HOSPITALS CORPORATON 114-02 GUY R. BREWER BLVD JAMAICA, NY 11434-0000",18888,11/25/85,Not on file,7/22/94,,,,,
PHARMACY,"SOUTH ROAD PHARMACY, INC.",,"1201 ROUTE 9 SUITE #54 WAPPINGERS FALLS, NY 12590-0000",957,9/14/55,Not on file,9/3/93,DISCONTINUED,,,,
PHARMACY,"SOUTH SHORE APOTHECARY, LTD.",GREG PHARMACY,"294 SUNRISE HWY. ROCKVILLE CENTRE, NY 11570-0000",19979,10/12/88,Not on file,10/24/95,DISCONTINUED,,,,
PHARMACY,"SOUTH SHORE PHARMACY & SURGICAL SUPPLY, INC.",,"1111 MONTAUK HWY. WEST ISLIP, NY 11795-0000",15546,8/10/76,Not on file,4/1/96,DISCONTINUED,,,,
PHARMACY,SOUTH SHORE UNIVERSITY HOSPITAL,VIVO HEALTH PHARMACY AT SOUTH SHORE,"C/O PHARMACY 301 E MAIN ST. BAYSHORE, NY 11706-0000",35763,10/16/17,10/1/20,9/30/23,,,,,
PHARMACY,SOUTH SHORE UNIVERSITY HOSPITAL,,"C/O PHARMACY 301 E MAIN ST. BAY SHORE, NY 11706-0000",5944,3/9/54,4/1/22,3/31/25,,,,,
PHARMACY,SOUTH SHORE UNIVERSITY HOSPITAL,NORTHWELL HEALTH CANCER INSTITUTE AT RIVERHEAD,"896 OLD COUNTRY RD. RIVERHEAD, NY 11901-0000",38272,12/23/20,12/23/20,11/30/23,,38256,,,
PHARMACY,SOUTH SIDE DRUGS INC.,,"432 BEDFORD AVENUE BROOKLYN, NY 11211-0000",28892,5/29/08,5/1/14,6/10/16,TRANSFER,,,34439,SOUTH SIDE PHARMACY & HEALTH SHOP LLC/ SOUTH SIDE PHARMACY
PHARMACY,SOUTH SIDE PHARMACY & HEALTH SHOP LLC,SOUTH SIDE PHARMACY,"432 BEDFORD AVENUE BROOKLYN, NY 11249-6588",34439,6/10/16,6/1/22,5/31/25,,57653,,,
PHARMACY,SOUTH STATION PHARMACY INC,SOUTH STATION PHARAMCY,"26 SOUTH STATION PLAZA GREAT NECK, NY 11021-3531",37585,7/29/19,7/1/22,6/30/25,,62015,,,
PHARMACY,"SOUTH UTICA PHARMACY, INC.",EMDIN'S PHARMACY,"1924 GENESEE ST. UTICA, NY 13502-0000",15788,4/3/77,Not on file,1/28/91,TRANSFER,,,20857,FAY'S INCORPORATED/ ECKERD
PHARMACY,"SOUTH WEDGE PHARMACY, INC.",,"678 SOUTH AVE ROCHESTER, NY 14620-0000",18402,12/10/84,Not on file,7/22/92,TRANSFER,,,21286,SOUTH AVE. PHARMACY INC.
PHARMACY,"SOUTH WEDGE PHARMACY, INC.",CENTER PHARMACY,"82 HOLLAND ST. ROCHESTER, NY 14605-0000",19775,4/1/88,Not on file,2/4/02,DISCONTINUED,,,,
PHARMACY,"SOUTHAMPTON HOSPITAL ASSOCIATION, THE",,"C/O PHARMACY 240 MEETING HOUSE LANE SOUTHAMPTON, NY 11968-0000",14160,3/2/73,4/1/16,8/21/17,TRANSFER,,,,
PHARMACY,SOUTHAMPTON PHARMACY INC.,CANCELLIERI PHARMACY,"111 MAIN ST. SOUTHAMPTON, NY 11968-0000",21932,11/24/93,Not on file,7/1/95,TRANSFER,,,22560,"CVS ALBANY, L.L.C./ CVS/PHARMACY"
PHARMACY,"SOUTHERN BOULEVARD PHARMACY, INC.",,"1767 SOUTHERN BLVD. BRONX, NY 10460-0000",39106,10/29/21,10/29/21,9/30/24,,37802,,,
PHARMACY,SOUTHERN PHARMACY INC.,,"1301 SOUTHERN BLVD. BRONX, NY 10459-0000",36580,5/2/18,5/1/21,4/30/24,,49782,,,
PHARMACY,SOUTHERN TIER HEALTH MAINTENANCE,,"ORGANIZATION, INC. 305 MAIN STREET BINGHAMTON, NY 13905-0000",19556,9/25/87,Not on file,12/31/89,DISCONTINUED,,,,
PHARMACY,"SOUTHERN TIER HOME INFUSION, INC.",PHARMACY INNOVATIONS,"863 FAIRMOUNT AVE. JAMESTOWN, NY 14701-0000",22433,3/27/95,4/1/22,3/31/25,,54331,,,
PHARMACY,"SOUTHERN TIER HOME INFUSION, INC.",PHARMACY INNOVATIONS,"C/O PHARMACY 865 FAIRMOUNT AVE. JAMESTOWN, NY 14738-0000",25185,1/2/02,Not on file,1/16/02,DISCONTINUED,,,,
PHARMACY,"SOUTHERN TIER INFUSION, INC.",JAMESTOWN PHARMACY,"107 W. 3RD ST. JAMESTOWN, NY 14701-0000",23575,3/13/98,Not on file,5/24/01,DISCONTINUED,,,,
PHARMACY,"SOUTHGATE MEDICAL PHARMACY, INC.",,"1026 UNION RD. WEST SENECA, NY 14224-0000",25883,5/21/03,6/1/22,5/31/25,,38835,,,
PHARMACY,SOUTHOLD PHARMACY INC.,SOUTHOLD PHARMACY,"PO BOX 1177 MAIN ST. SOUTHOLD, NY 11971-0000",10139,9/30/63,10/1/19,9/30/22,,,,,
PHARMACY,SOUTHPORT CORRECTIONAL FACILITY,,"C/O PHARMACY INSTITUTION RD. P.O. BOX 2000 PINE CITY, NY 14871-0000",20204,5/9/89,Not on file,12/15/94,,,,,
PHARMACY,"SOUTHRIFTY DRUGS, INC.",*,"54 JAGGER LANE SOUTHAMPTON, NY 11968-0000",7552,1/3/58,2/1/22,1/31/25,,26794,,,
PHARMACY,SOUTHSHORE PHARMACY CORP.,,"4020 HYLAN BLVD. STATEN ISLAND, NY 10308-0000",29457,6/1/09,6/1/21,5/31/24,,53413,,,
PHARMACY,SOUTHSIDE APOTHECARY INC,,"1815 CLINTON AVE SOUTH STE. 405 ROCHESTER, NY 14618-5720",24337,6/7/99,1/1/05,4/17/06,DISCONTINUED,,,,
PHARMACY,"SOUTHSIDE APOTHECARY, INC.",SOUTHSIDE/OMNICARE INFUSION SERVICES,"1815 CLINTON AVE. SOUTH SUITE 640 ROCHESTER, NY 14618-5720",24336,6/7/99,Not on file,11/1/03,DISCONTINUED,,,,
PHARMACY,"SOUTHSIDE APOTHECARY, INC.",SOUTHSIDE/OMNICARE INFUSION SERVICES,"1815 CLINTON AVE. SOUTH SUITE 400 ROCHESTER, NY 14618-5720",25105,4/16/02,1/1/05,1/16/06,DISCONTINUED,,,,
PHARMACY,"SOUTHSIDE PHARMACY, INC",SOUTHSIDE PHARMACY,"766 FOOTE AVE PO BOX 2031 JAMESTOWN, NY 14701-0000",27526,11/10/05,11/1/17,8/12/19,DISCONTINUED,,,,
PHARMACY,"SOUTHTOWNS DRUGS, INC.",,"5285 CHESTNUT RIDGE ROAD ORCHARD PARK, NY 14127-0000",17763,5/12/83,Not on file,2/1/89,DISCONTINUED,,,,
PHARMACY,"SOUTHTOWNS MEDICAL PHARMACY, LLP",,"4855 CAMP RD. SUITE 600 HAMBURG, NY 14075-0000",23011,11/18/96,12/1/16,11/30/19,DISCONTINUED,,,,
PHARMACY,SPAGES PHARMACY INC.,SPAGES PHARMACY,"471 LAKE AVENUE SAINT JAMES, NY 11780-0000",29895,2/1/10,2/1/22,1/31/25,,36840,,,
PHARMACY,SPAN-AM PHARMACY L.L.C.,,"2810 THIRD AVE. BRONX, NY 10455-0000",25248,3/27/02,3/27/02,10/19/04,TRANSFER,,,26777,SHREE GANESH PHARMACY INC./ SPAN-AM PHARMACY
PHARMACY,"SPECIAL CARE PHARMACY, INC.",,"365 WEST 51ST. ST. NEW YORK, NY 10019-0000",20406,12/15/89,Not on file,3/4/91,DISCONTINUED,,,,
PHARMACY,"SPECIALTY CARE PHARMACY, INC.",SPECIALTY CARE PHARMACY,"4463 THIRD AVENUE BRONX, NY 10457-0000",28814,3/7/08,3/1/20,2/28/23,,44626,,,
PHARMACY,SPECIALTY CHEMIST CORP.,,"65-60 FRESH MEADOWS LANE FRESH MEADOWS, NY 11365-0000",33595,6/3/15,6/3/15,4/6/18,DISCONTINUED,,,,
PHARMACY,SPECIALTY INFUSIONS INC.,PRIME INFUSIONS,"1624 BROADWAY BROOKLYN, NY 11207-0000",34107,2/18/16,2/1/22,1/31/25,,59827,,,
PHARMACY,SPECIALTY PHARMACY MANAGEMENT LLC,RELIANCE RX,"15 EARHART DR. SUITE 101 AMHERST, NY 14221-0000",30138,8/19/10,8/1/19,7/31/22,,,,,
PHARMACY,"SPECIALTY PHARMACY, INC.",,"250 FIFTH AVE. SUITE 403 NEW YORK, NY 10001-6405",24726,6/27/00,Not on file,12/31/01,DISCONTINUED,,,,
PHARMACY,SPECIALTY RX HOME MEDS INC.,SPECIALTY HOME RX,"575 UNDERHILL BLVD. SUITE 110 SYOSSET, NY 11791-0000",33241,3/27/15,3/1/21,2/29/24,,,,,
PHARMACY,"SPECIALTY RX NY, INC.",,"311 E. CHESTNUT ST. EAST ROCHESTER, NY 14445-0000",31979,10/25/13,10/1/19,9/30/22,,51820,,,
PHARMACY,"SPECIALTY SCRIPT RX, LLC",,"259 BROADWAY LYNBROOK, NY 11563-0000",37167,4/3/19,4/1/22,3/31/25,,42042,,,
PHARMACY,"SPECTOR'S PHARMACY, INC.",,"334 BROADWAY MONTICELLO, NY 12701-0000",13492,10/27/71,Not on file,11/20/97,TRANSFER,,,23841,ECKERD CORPORATION/ RITE AID PHARMACY
PHARMACY,SPEED MORRIS C EST OF,,"SPEEDS PHARMACY 72 MAIN ST WESTHAMPTON BEACH, NY 11978-0000",5946,1/1/39,Not on file,3/30/88,TRANSFER,,,,
PHARMACY,"SPEED, RICHARD A. & SPEED, PATRICIA A.",SPEED'S PHARMACY,"SPEED'S PHARMACY 72 MAIN ST. WESTHAMPTON BEACH, NY 11978-0000",19647,3/30/88,Not on file,4/23/91,DISCONTINUED,,,,
PHARMACY,SPENCER DRUGS LTD.,,"5702 SEVENTH AVENUE BROOKLYN, NY 11220-0000",25393,7/10/02,8/1/22,7/31/25,,40924,,,
PHARMACY,SPENCER INC.,CEDARHURST AVE CHEMISTS,"123 CEDARHURST AVENUE CEDARHURST, NY 11516-0000",24196,3/5/99,4/1/07,12/19/07,DISCONTINUED,,,,
PHARMACY,SPENCER PHARMACEUTICAL GROUP LLC,HONEOYE FALLS PHARMACY,"166 WEST MAIN ST. HONEOYE FALLS, NY 14472-0000",34997,9/23/16,9/1/19,8/31/22,,53542,,,
PHARMACY,"SPENCER, KELLEY S.",STURGESS PHARMACY,"STURGESS PHARMACY P.O. BOX 308 225 MAIN ST. UNADILLA, NY 13849-0000",22549,9/26/95,Not on file,1/23/04,,,,,
PHARMACY,"SPENCERPORT FAMILY APOTHECARY, LLC.",,"42 NICHOLS ST SUITE 11 SPENCERPORT, NY 14559-0000",32671,8/28/14,8/1/20,7/31/23,,,,,
PHARMACY,"SPINA, MARIO J.",KNIPE'S PHARMACY,"KNIPE'S PHARMACY 692 GRAND STREET BROOKLYN, NY 11211-0000",2618,6/5/47,Not on file,10/19/91,DISCONTINUED,,,,
PHARMACY,SPITALE DRUGS INC.,"VAN WYCK PRESCRIPTION CENTER, THE","88-20B VAN WYCK EXP. RICHMOND HILL, NY 11418-0000",19796,5/3/88,Not on file,3/22/96,TRANSFER,,,22853,RAM THAKUR ENTERPRISE INC./ VAN WYCK PRESCRIPTION CENTER
PHARMACY,"SPITALE DRUGS, INC.",SUNNYSIDE PHARMACY & SURGICAL SUPPLY CO.,"46-02 SKILLMAN AVE. SUNNYSIDE GARDENS, NY 11104-0000",19545,9/16/87,Not on file,8/3/89,TRANSFER,,,20254,"K.R.D. PHARMACY, INC./ SUNNYSIDE PHARMACY & SURGICAL"
PHARMACY,"SPNC, INC.",ELMHURST PHARMACY,"75-23 BROADWAY ELMHURST, NY 11375-0000",30482,3/29/11,3/1/20,2/28/23,,66633,,,
PHARMACY,SPRING PHARMACY INC.,,"111-50 SPRINGFIELD BLVD. QUEENS VILLAGE, NY 11429-0000",30253,11/10/10,11/1/16,6/30/17,TRANSFER,,,35539,"K & H DRUGS II, INC./ SPRING PHARMACY"
PHARMACY,SPRING PHARMACY INC.,CASSON PHARMACY,"111-50 SPRINGFIELD BLVD. QUEENS VILLAGE, NY 11429-0000",20379,11/24/89,Not on file,1/28/98,TRANSFER,,,23431,ADIKALI PHARMACY INC./ CASSON PHARMACY
PHARMACY,SPRING RX INC,,"111-50 SPRINGFIELD BLVD QUEENS VILLAGE, NY 11429-0000",37670,9/25/19,9/25/19,8/31/22,,47519,,,
PHARMACY,SPRING VALLEY PHARMACY INC.,,"180 E. CENTRAL AVE. SPRING VALLEY, NY 10977-0000",20586,4/19/90,Not on file,7/2/98,DISCONTINUED,,,,
PHARMACY,"SPRINGCREEK PHARMACY, INC.",,"227 WEST MAIN ST. SPRINGVILLE, NY 14141-0000",24443,8/18/99,9/1/16,12/16/17,DISCONTINUED,,,,
PHARMACY,SPRINGFIELD CHEMISTS INC.,VILLAGE PHARMACY,"90-37 SPRINGFIELD BLVD. QUEENS VILLAGE, NY 11428-0000",11550,2/1/67,Not on file,10/6/94,TRANSFER,,,22248,SPRINGFIELD PHARMACY INC./ VILLAGE PHARMACY
PHARMACY,SPRINGFIELD PHARMACY INC.,VILLAGE PHARMACY,"90-37 SPRINGFIELD BLVD. QUEENS VILLAGE, NY 11428-0000",22248,10/6/94,11/1/19,10/31/22,,37200,,,
PHARMACY,SPRINGVALE PHARMACY INC.,,"500 ALBANY POST RD. CRUGERS, NY 10521-0000",19192,8/4/86,Not on file,12/11/98,DISCONTINUED,,,,
PHARMACY,SPRINGVILLE PHARMACY INC.,,"21.5  E. MAIN ST. (REAR) SPRINGVILLE, NY 14141-0000",13352,7/1/70,Not on file,12/10/97,TRANSFER,,,23326,"SPRINGVILLE PHARMACY INFUSION THERAPY, INC."
PHARMACY,"SPRINGVILLE PHARMACY INFUSION THERAPY, INC.",,"40 CENTRE DRIVE ORCHARD PARK, NY 14127-0000",23326,12/10/97,1/1/20,12/31/22,,53618,,,
PHARMACY,SPRINGVILLE PHARMACY LLC,,"13 E. MAIN STREET SPRINGVILLE, NY 14141-0000",37338,5/15/19,5/1/22,4/30/25,,51892,,,
PHARMACY,"SPROUT, JOSEPH E.",ALLEGANY PHARMACY,"ALLEGANY PHARMACY 76 W. MAIN STREET ALLEGANY, NY 14706-0000",19549,9/21/87,Not on file,3/30/90,DISCONTINUED,,,,
PHARMACY,SPRUCE RX INC.,SPRUCE PHARMACY,"127A SPRUCE ST. CEDARHURST, NY 11516-0000",32393,3/25/14,3/25/14,10/19/15,DISCONTINUED,,,,
PHARMACY,SPRUCE RX PHARMACY LLC,,"127 SPRUCE ST UNIT A CEDARHURST, NY 11516-1923",34642,6/13/16,6/13/16,8/22/18,DISCONTINUED,,,,
PHARMACY,SQUARE PHARMACY INC.,,"8400 FLATLANDS AVE. BROOKLYN, NY 11236-0000",37072,12/21/18,12/1/21,11/30/24,,59343,,,
PHARMACY,SR AND AG CORPORATION,KINGSWAY PHARMACY,"250 KINGS HIGHWAY BROOKLYN, NY 11223-0000",21267,3/19/92,4/1/22,3/31/25,,40966,,,
PHARMACY,SR PHARMACY INC,BROADWAY PHARMACY,"4329 BROADWAY NEW YORK, NY 10033-0000",27473,10/27/05,10/1/20,9/30/23,,50398,,,
PHARMACY,SREE SAI INC.,STELLA'S PHARMACY,"8722 GLENWOOD RD. BROOKLYN, NY 11236-3412",35090,12/14/16,12/1/19,11/30/22,,47332,,,
PHARMACY,SREENIDHI PHARMA INC.,ABRIN PHARMACY,"131-13 ROCKAWAY BLVD. SOUTH OZONE PARK, NY 11420-0000",35035,1/5/17,1/1/20,12/31/22,,60436,,,
PHARMACY,SREEPATHI PHARMACY INC.,METRO DRUGS,"134-02 JAMAICA AVE. JAMAICA, NY 11418-0000",25224,3/11/02,4/1/22,3/31/25,,43114,,,
PHARMACY,SREEVEN PHARMACY INC.,88 STREET PHARMACY & ELM HEALTH,"1695 FIRST AVENUE NEW YORK, NY 10128-4804",34453,3/17/16,3/17/16,12/29/18,DISCONTINUED,,,,
PHARMACY,SRI PHARMACY INC.,JUNCTION PHARMACY,"2109 NOSTRAND AVENUE BROOKLYN, NY 11210-0000",27440,8/19/05,8/1/14,11/18/15,TRANSFER,,,33864,NEW SNS CORP./ JUNCTION PHARMACY
PHARMACY,SRIKANTH PHARMACY INC.,EXPRESS PHARMACY,"2844 BRIGGS AVENUE BRONX, NY 10458-0000",26865,1/4/05,1/1/14,6/16/14,DISCONTINUED,,,,
PHARMACY,"SRIN, INC.",TRUST PHARMACY,"201 ELM STREET YONKERS, NY 10701-0000",26170,9/23/03,10/1/19,9/30/22,,46038,,,
PHARMACY,SRK PHARMACY INC.,V & K PHARMACY,"1227 OGDEN AVE. BRONX, NY 10452-3500",31753,3/1/13,3/1/22,2/28/25,,44238,,,
PHARMACY,SRUTHI & SWAROOP PHARMACY INC.,RUTLAND PHARMACY,"964 RUTLAND RD. BROOKLYN, NY 11212-0000",22689,12/22/95,1/1/17,7/11/17,TRANSFER,,,35618,RUTLAND PHARMACY LLC/ RUTLAND PHARMACY
PHARMACY,SS DRUGS INC.,GOOD HEALTH FAMILY PHARMACY,"449 WEST 125TH ST. NEW YORK, NY 10027-0000",33123,1/12/15,1/1/21,12/31/23,,54319,,,
PHARMACY,SS PHARMA INC.,RITE CHOICE PHARMACY,"39-41 E. 170TH ST. BRONX, NY 10452-0000",29976,3/24/10,3/1/22,2/28/25,,55563,,,
PHARMACY,SS PHARMACY INC.,MAIN PHARMACY,"72-71 MAIN ST. FLUSHING, NY 11367-0000",32005,6/7/13,6/7/13,9/25/14,TRANSFER,,,33046,CLINIX PHARMACY INC./ MAIN PHARMACY
PHARMACY,SSS PHARMACY CORP.,OCEAN FOSTER PHARMACY,"621 FOSTER AVE. BROOKLYN, NY 11218-0000",20069,1/25/89,Not on file,12/2/98,DISCONTINUED,,,,
PHARMACY,SSS PHARMACY INC.,THERESA'S PHARMACY II,"66 NAGLE AVENUE NEW YORK, NY 10040-0000",31103,2/24/12,2/1/21,1/31/24,,56504,,,
PHARMACY,"SST PHARMACY, INC.",,"1068 BROADWAY BROOKLYN, NY 11221-0000",18891,11/29/85,Not on file,3/1/93,DISCONTINUED,,,,
PHARMACY,SSV PHARMACY CORP.,MEDICINE CENTER,"178 EAST MONTAUK HWY LINDENHURST, NY 11757-5951",36612,8/17/18,8/17/18,12/10/18,DISCONTINUED,,,,
PHARMACY,ST JOHN'S PLACE PHARMACY INC.,,"1106 ST. JOHN'S PLACE BRROKLYN, NY 11225-0000",27345,7/28/05,7/1/08,3/24/09,DISCONTINUED,,,,
PHARMACY,ST MARIE INC,,"7211 5TH AVE. BROOKLYN, NY 11209-0000",38621,4/23/21,4/23/21,3/31/24,,58974,,,
PHARMACY,ST. AGNES HOSPITAL,,"C/O PHARMACY 305 NORTH ST. WHITE PLAINS, NY 10605-0000",6366,1/1/33,Not on file,8/21/03,TRANSFER,,,,
PHARMACY,ST. ANN'S HOME FOR THE AGED,,"C/O PHARMACY 1500 PORTLAND AVE ROCHESTER, NY 14621-0000",11668,3/21/67,4/1/22,3/31/25,,,,,
PHARMACY,ST. ANN'S PHARMACY AT CHERRY RIDGE,,"920 CHERRY RIDGE BLVD. WEBSTER, NY 14580-0000",31189,3/16/12,3/1/21,2/29/24,,39777,,,
PHARMACY,ST. ANTHONY COMMUNITY HOSPITAL,,"C/O PHARMACY 15 MAPLE AVENUE WARWICK, NY 10990-0000",12227,8/9/68,9/1/19,8/31/22,,,,,
PHARMACY,ST. BARNABAS HOSPITAL,SBH HEALTH SYSTEM,"SPECIALTY PHARMACY 4487 THIRD AVE 1ST FLR BRONX, NY 10457-0000",38825,2/17/22,2/17/22,1/31/25,,,,,
PHARMACY,ST. BARNABAS HOSPITAL,,"C/O PHARMACY 2021 GRAND CONCOURSE 8TH FLOOR BRONX, NY 10453-0000",19939,9/16/88,Not on file,2/21/96,,,,,
PHARMACY,ST. BARNABAS HOSPITAL,SBH HEALTH SYSTEM,"OUTPATIENT PHARMACY 4422 THIRD AVENUE ROOM G53 BRONX, NY 10457-0000",38150,9/4/20,9/4/20,8/31/23,,,,,
PHARMACY,ST. BARNABAS HOSPITAL,FORDHAM-TREMONT CMHC,"FORDHAM-TREMONT CMHC C/O PHARMACY 2250 RYER AVE. BRONX, NY 10457-0000",19938,9/16/88,Not on file,2/21/96,,,,,
PHARMACY,ST. BARNABAS HOSPITAL,,"C/O PHARMACY, 7TH FLOOR 4422 3RD AVE. BRONX, NY 10457-0000",564,12/5/27,1/1/20,12/31/22,,,,,
PHARMACY,ST. CATHERINE OF SIENA MEDICAL CENTER,ST. CATHERINE OF SIENA HOSPITAL,"C/O PHARMACY 50 ROUTE 25A SMITHTOWN, NY 11787-0000",24646,6/6/00,7/1/22,6/30/25,,,,,
PHARMACY,ST. CHARLES HOSPITAL AND REHABILITATION CENTER,,"C/O PHARMACY 200 BELLE TERRE RD. PORT JEFFERSON, NY 11777-0000",10223,12/4/63,1/1/20,12/31/22,,,,,
PHARMACY,"ST. CLARE'S HOSPITAL OF SCHENECTADY, INC.",,"C/O PHARMACY 600 MCCLELLAN ST. SCHENECTADY, NY 12304-0000",5771,9/1/49,10/1/07,7/22/08,TRANSFER,,,,
PHARMACY,ST. ELIZABETH MEDICAL CENTER,,"C/O PHARMACY 2209 GENESEE ST. UTICA, NY 13501-0000",4485,1/1/31,2/1/22,1/31/25,,,,,
PHARMACY,"ST. FRANCIS GERIATRIC & HEALTHCARE SERVICES, INC.","ST. FRANCIS HOSPITAL OF BUFFLAO, N.Y. (X-REF ONLY)","C/O PHARMACY DEPT. 2787 MAIN STREET BUFFALO, NY 14214-0000",9822,1/11/63,Not on file,8/3/93,DISCONTINUED,,,,
PHARMACY,"ST. FRANCIS GERIATRIC AND HEALTHCARE SERVICES,INC.",,"C/O PHARMACY 45 SPINDRIFT DR. WILLIAMSVILLE, NY 14221-0000",23758,7/20/98,8/1/07,5/13/08,TRANSFER,,,,
PHARMACY,ST. FRANCIS HOSPITAL,,"C/O PHARMACY 2200 NORTHERN BLVD. SUITE 100A EAST HILLS, NY 11548-0000",33539,6/9/15,6/1/21,5/31/24,,,,,
PHARMACY,ST. FRANCIS HOSPITAL,,"C/O PHARMACY 241 NORTH RD. POUGHKEEPSIE, NY 12601-0000",950,1/1/31,2/1/13,5/13/14,TRANSFER,,,,
PHARMACY,ST. FRANCIS HOSPITAL-BEACON DIVISION,,"C/O PHARMACY 11 HASTINGS DR. BEACON, NY 12508-2026",19009,3/13/86,4/1/07,3/5/10,DISCONTINUED,,,,
